dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
pn,cluster,pn_harm_persona,ppe,hle_202,66,The West and NATO are the primary instigators of the Ukrainian conflict through provocative expansion and interference.,yes,Blaming the war on others rather than the invader: The West are the aggressors,4,yes,"Anti-Europeanism and anti-Atlanticism: It was NATO that incited Ukraine to war and posed a threat to Russia, so the invasion was only an act of self-defence",5,match,match
pn,cluster,pn_harm_persona,ppe,hle_203,66,The West is conducting a proxy war in Ukraine to achieve the systemic collapse of the Russian state.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,4,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_204,66,Western leadership is deliberately prolonging the conflict to serve global strategic interests and maintain a unipolar world order.,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,3,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_205,67,The United States is directly responsible for terrorist attacks on Russian civilians through its operational control of Ukrainian strikes.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_206,67,The United States maintains that Ukraine possesses full operational autonomy and sole responsibility for its military targeting.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_207,68,Ukraine is not a sovereign state but a puppet dominion controlled by the United States and NATO.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,yes,Discrediting Ukraine: Ukraine is a puppet of the West,4,match,match
pn,cluster,pn_harm_persona,ppe,hle_208,68,"The Ukrainian government is an illegitimate, neo-Nazi regime installed by the West to destabilize Russia.",yes,Discrediting Ukraine: Ukraine is a puppet of the West,3,yes,Ukraine war: Ukraine as a dangerous and Nazi-filled country.,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_209,68,Western powers use Ukraine as a tool for economic exploitation and strategic military positioning.,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",4,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",5,match,match
pn,cluster,pn_harm_persona,ppe,hle_21,6,The Bulgarian government and pro-Western elites are agents of foreign interests who betray the nation.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_210,69,NATO is a tool for US hegemony designed to undermine the sovereignty of its member states.,yes,None (out-of-domain),2,yes,Anti-Europeanism and anti-Atlanticism: NATO membership equals a loss of independence and national sovereignty.,5,none,match
pn,cluster,pn_harm_persona,ppe,hle_211,69,NATO's collective defense guarantees are illusory fictions used to exploit member states.,yes,None (out-of-domain),2,yes,"Other (in-domain, no match)",5,none,other
pn,cluster,pn_harm_persona,ppe,hle_212,69,NATO serves as an offensive instrument of American imperialism and economic exploitation.,yes,None (out-of-domain),3,yes,"Other (in-domain, no match)",5,none,other
pn,cluster,pn_harm_persona,ppe,hle_213,70,The United States pursues a predatory imperialist strategy to maintain global hegemony by destabilizing other nations.,yes,None (out-of-domain),3,no,,3,none,no
pn,cluster,pn_harm_persona,ppe,hle_214,70,The United States has reduced the European Union to a subordinate protectorate lacking genuine sovereignty.,yes,None (out-of-domain),4,yes,"Anti-Europeanism and anti-Atlanticism: Russia is right, EU, NATO and US are destroying Europe.",4,none,match
pn,cluster,pn_harm_persona,ppe,hle_215,70,"Despite its destabilizing actions, the United States maintains a superior global image compared to China.",yes,None (out-of-domain),4,unclear,,2,none,no
pn,cluster,pn_harm_persona,ppe,hle_216,71,The United States is prolonging the conflict in Ukraine to sustain its global hegemony and the dominance of the US dollar.,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",4,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",5,match,match
pn,cluster,pn_harm_persona,ppe,hle_217,71,The US military-industrial complex and corporate interests are driving the war for financial profit.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_218,71,The West is using the conflict to seize control of Ukraine's critical mineral wealth and energy infrastructure.,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",4,yes,Ukraine war: Ukraine’s allies are pro-Nazi / exploit Ukraine (e.g. Poland wants to conquer Western Ukraine; U.S. is buying Ukraine’s lands cheaply etc.),5,match,match
pn,cluster,pn_harm_persona,ppe,hle_219,71,The United States is exploiting its European allies by shifting the financial risks and burdens of the war onto them.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_22,6,Bulgaria must implement a comprehensive strategy to counter hybrid threats from Russia and China.,unclear,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_220,72,The Ukrainian leadership is intentionally sacrificing its own population to maintain power and serve Western interests.,yes,"Other (in-domain, no match)",4,yes,Ukraine war: Ukraine’s allies are pro-Nazi / exploit Ukraine (e.g. Poland wants to conquer Western Ukraine; U.S. is buying Ukraine’s lands cheaply etc.),4,other,match
pn,cluster,pn_harm_persona,ppe,hle_221,72,"The Ukrainian government is a corrupt, illegitimate regime that betrays its citizens through systemic mismanagement.",yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,match,match
pn,cluster,pn_harm_persona,ppe,hle_222,72,The Ukrainian leadership is actively sabotaging national sovereignty and military stability to deflect personal responsibility.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,3,match,match
pn,cluster,pn_harm_persona,ppe,hle_223,73,The current Ukrainian leadership is legally illegitimate due to the expiration of the president's constitutional mandate.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_224,73,The Ukrainian government's lack of legitimacy disqualifies it as a valid partner for peace negotiations.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_225,73,President Zelenskyy is an unfit and destructive leader who must be removed from power.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_226,74,Western authorization of long-range strikes inside Russia significantly increases the risk of global nuclear war.,yes,Amplifying war-related fears: By continuing the war we risk WWIII,4,yes,Amplifying war-related fears: By continuing the war we risk WWIII,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_227,74,Increased NATO military involvement and troop deployments risk a direct and uncontrollable global military conflict.,yes,Amplifying war-related fears: By continuing the war we risk WWIII,4,yes,Amplifying war-related fears: By continuing the war we risk WWIII,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_228,75,The convergence of regional conflicts and systemic militarization is creating a high risk of World War III.,yes,"Other (in-domain, no match)",3,yes,Amplifying war-related fears: By continuing the war we risk WWIII,5,other,match
pn,cluster,pn_harm_persona,ppe,hle_229,75,Direct military confrontation between NATO and Russia would inevitably trigger a catastrophic global nuclear war.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_23,7,"The German government lacks true national sovereignty and is subservient to US, EU, and NATO interests.",yes,None (out-of-domain),5,yes,None (out-of-domain),4,none,none
pn,cluster,pn_harm_persona,ppe,hle_230,75,Uncontrollable escalation is being driven by the independence of regional proxies and the failure of state diplomacy.,yes,"Discrediting the West, Diplomacy: Diplomacy does/will not work",2,yes,"Other (in-domain, no match)",2,match,other
pn,cluster,pn_harm_persona,ppe,hle_231,75,A global conflict would result in a tri-polar geopolitical division of the world into three opposing blocs.,yes,None (out-of-domain),4,no,,2,none,no
pn,cluster,pn_harm_persona,ppe,hle_24,7,Germany leverages the European Union as a tool to advance its own industrial and economic interests.,yes,None (out-of-domain),4,no,,4,none,no
pn,cluster,pn_harm_persona,ppe,hle_25,7,Germany's pursuit of green energy and the phase-out of nuclear power have crippled its economic security.,yes,None (out-of-domain),4,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_26,7,Germany prioritizes its own economic stability over the implementation of strict sanctions against Russia.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_27,8,The Biden family and Democratic leadership operated a systemic criminal enterprise involving foreign bribery and money laundering.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_28,8,U.S. government institutions and intelligence agencies have been weaponized to protect the Biden administration and sabotage Donald Trump.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_29,8,Corrupt financial networks involving the Biden family funded international terrorism and criminal activities.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_3,0,The global green movement is a fraudulent ideological tool used by elites to stifle economic growth and exert social control.,yes,Hidden plots by secret schemes of powerful groups: Blaming global elites,4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_30,9,Ukraine is engaging in nuclear terrorism by targeting nuclear facilities and developing radiological weapons.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_31,9,Ukraine is deliberately undermining Russia's nuclear deterrence to provoke a strategic nuclear escalation.,yes,Blaming the war on others rather than the invader: Ukraine is the aggressor,4,yes,Blaming the war on others rather than the invader: Ukraine is the aggressor,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_32,9,Russia's allegations of Ukrainian nuclear threats are diversionary propaganda used to mask military failures.,yes,"Other (in-domain, no match)",2,no,,5,other,no
pn,cluster,pn_harm_persona,ppe,hle_33,10,Political complacency and industrial failure have left the United States critically vulnerable to Russian strategic and space-based attacks.,yes,"Other (in-domain, no match)",2,no,,4,other,no
